    0.530778169631958008E-01    0.164944108724594130E+01    0.198982083797454856E+00   -0.113780991653550342E+08   -0.599146350544150419E+01    1
    0.721600174903869601E-01    0.210947422981262234E+01    0.421355628967285123E+00   -0.708562343481164984E+07   -0.599396350544151169E+01    1
    0.709827423095703153E-01    0.163019173145294194E+01    0.605398583412170455E+00   -0.362180002294113068E+07   -0.599646350544151474E+01    1
    0.779764771461486789E-01    0.193878624439239511E+01    0.587266528606414817E+00   -0.352058353308524052E+07   -0.599896350544151957E+01    1
    0.804331660270690973E-01    0.195043629407882713E+01    0.645694732666015625E+00   -0.310260719199809851E+07   -0.600146350544151552E+01    1
    0.869216799736022977E-01    0.211463109850883502E+01    0.599990284442901589E+00   -0.239858129089144710E+07   -0.600396350544151858E+01    1
    0.629031062126159668E-01    0.130590744018554705E+01    0.212569975852966331E+00   -0.210919889027635613E+07   -0.600646350544151630E+01    1
    0.776384115219116155E-01    0.170837013125419634E+01    0.513965153694152854E+00   -0.196980906915632589E+07   -0.600896350544152469E+01    1
    0.863644957542419461E-01    0.214126759767532349E+01    0.360180449485778764E+00   -0.187611969831310748E+07   -0.601146350544151886E+01    1
    0.663275361061096136E-01    0.116611698269844077E+01    0.649272012710571333E+00   -0.170589980876100529E+07   -0.601396350544150859E+01    1
    0.716443538665771512E-01    0.127789444923400897E+01    0.527110409736633256E+00   -0.116141893644615007E+07   -0.601646350544151520E+01    1
    0.832516312599182184E-01    0.161534384489059457E+01    0.552300393581390381E+00   -0.992206903035828494E+06   -0.601896350544151559E+01    1
    0.871583223342895508E-01    0.180877692699432391E+01    0.347260892391204834E+00   -0.855937367669867817E+06   -0.602146350544152753E+01    1
    0.983038663864135853E-01    0.195709770321846022E+01    0.612428081035614080E+00   -0.813325331056541763E+06   -0.602396350544153325E+01    1
    0.932522654533386175E-01    0.198524249792099017E+01    0.346585905551910378E+00   -0.807830349004750373E+06   -0.602646350544152298E+01    1
    0.637618780136108426E-01    0.989277154207229614E+00    0.173083853721618663E+00   -0.640994317173494841E+06   -0.602896350544150561E+01    1
    0.622559428215026869E-01    0.850885719060897827E+00    0.194609725475311302E+00   -0.463064364565392141E+06   -0.603146350544150955E+01    1
    0.107179296016693112E+00    0.215177697539329538E+01    0.283314740657806374E+00   -0.460469988899041142E+06   -0.603396350544152682E+01    1
    0.106559097766876221E+00    0.190814130902290358E+01    0.604872620105743386E+00   -0.456950241121731407E+06   -0.603646350544153165E+01    1
    0.107351028919219965E+00    0.208144609332084674E+01    0.153918862342834473E+00   -0.307029153577611898E+06   -0.603896350544152227E+01    1
    0.934916257858276478E-01    0.152472482323646563E+01    0.356243288516998269E+00   -0.275329421727652196E+06   -0.604146350544151556E+01    1
    0.108242595195770258E+00    0.209457414746284476E+01    0.100408148765563976E+00   -0.270984294970251794E+06   -0.604396350544152039E+01    1
    0.112069392204284662E+00    0.188492432236671470E+01    0.321010041236877430E+00   -0.210124231282428082E+06   -0.604646350544152966E+01    1
    0.133658063411712658E+00    0.208042395710945138E+01    0.478467333316802967E+00   -0.204885647549107496E+06   -0.604896350544152206E+01    1
    0.669179797172546331E-01    0.680048406124114990E+00    0.286917877197265636E+00   -0.197775007500180916E+06   -0.605146350544152156E+01    1
    0.632898092269897489E-01    0.624757421016693071E+00    0.193645524978637684E+00   -0.196231962667678250E+06   -0.605396350544152995E+01    1
    0.101857972145080578E+00    0.141487184166908286E+01    0.541890704631805442E+00   -0.156848295513757359E+06   -0.605646350544151790E+01    1
    0.747538566589355524E-01    0.622594237327575684E+00    0.515729868412017844E+00   -0.135375381856325606E+06   -0.605896350544151829E+01    1
    0.596932280063629195E+00    0.110814666748046881E+00    0.162018668651580822E+00   -0.127213188554342312E+06   -0.606146350544153112E+01    1
    0.347754561901092496E+00    0.111329114437103277E+00    0.402159595489501920E+00   -0.126947143263314123E+06   -0.606396350544153950E+01    1
    0.456733393669128407E+00    0.114815342426300052E+00    0.621808910369873069E+00   -0.126785149567350891E+06   -0.606646350544153368E+01    1
    0.505487012863159224E+00    0.128779780864715587E+00    0.412739086151123036E+00   -0.126702871454312233E+06   -0.606896350544153407E+01    1
    0.272079539299011242E+00    0.130398225784301769E+00    0.250323033332824685E+00   -0.126673011559446168E+06   -0.607146350544153712E+01    1
    0.541464483737945534E+00    0.146396422386169456E+00    0.166407406330108643E+00   -0.126641036933026320E+06   -0.607396350544151886E+01    1
    0.640070104598999046E+00    0.130997663736343389E+00    0.547759914398193382E+00   -0.126615088434308564E+06   -0.607646350544150149E+01    1
    0.369997870922088579E+00    0.130587232112884533E+00    0.462071990966796853E+00   -0.126535164558006159E+06   -0.607896350544150277E+01    1
    0.607052791118621871E+00    0.146435475349426275E+00    0.314101850986480691E+00   -0.126516172415423673E+06   -0.608146350544151737E+01    1
    0.362363445758819569E+00    0.137246638536453247E+00    0.548845279216766402E+00   -0.126290869132274383E+06   -0.608396350544153197E+01    1
    0.496177065372467030E+00    0.141513800621032720E+00    0.642276597023010321E+00   -0.126199363029105356E+06   -0.608646350544153236E+01    1
    0.280074095726013161E+00    0.157370305061340338E+00    0.277146017551422097E+00   -0.126068136964944613E+06   -0.608896350544152032E+01    1
    0.641837358474731445E+00    0.199948424100875877E+00    0.141728687286376942E+00   -0.125671634595428943E+06   -0.609146350544151804E+01    1
    0.189399230480194081E+00    0.159165489673614519E+00    0.473281085491180420E+00   -0.125600024516715959E+06   -0.609396350544151844E+01    1
    0.704215884208679171E-01    0.153236073255538952E+00    0.538138973712921187E+00   -0.125585679694267252E+06   -0.609646350544151083E+01    1
    0.341464960575103726E+00    0.175088834762573253E+00    0.380794048309326172E+00   -0.125525334710270821E+06   -0.609896350544150234E+01    1
    0.239382946491241477E+00    0.175139153003692649E+00    0.313540768623352006E+00   -0.125498734111720332E+06   -0.610146350544149918E+01    1
    0.140493369102478033E+00    0.189255422353744512E+00    0.140634417533874512E+00   -0.125282894188386781E+06   -0.610396350544150579E+01    1
    0.488415610790252641E+00    0.199729126691818248E+00    0.294520580768585172E+00   -0.125204823494184835E+06   -0.610646350544152394E+01    1
    0.600982201099395819E+00    0.199520343542099021E+00    0.428900396823883034E+00   -0.125070906384580609E+06   -0.610896350544153233E+01    1
    0.333329641819000211E+00    0.176697266101837169E+00    0.644767439365386941E+00   -0.125001241697008634E+06   -0.611146350544151318E+01    1
    0.459292006492614702E+00    0.197606122493743902E+00    0.406644320487976052E+00   -0.124992857182067208E+06   -0.611396350544150202E+01    1
    0.535859668254852317E+00    0.208580756187438987E+00    0.443625652790069547E+00   -0.124686931187414390E+06   -0.611646350544151840E+01    1
    0.484231507778167702E+00    0.236508756875991821E+00    0.112358498573303225E+00   -0.124642605245341154E+06   -0.611896350544151613E+01    1
    0.224480664730071999E+00    0.194874542951583851E+00    0.446323668956756570E+00   -0.124587382701534953E+06   -0.612146350544151030E+01    1
    0.617865383625030518E+00    0.208892428874969505E+00    0.541880869865417503E+00   -0.124573669255291476E+06   -0.612396350544150803E+01    1
    0.494366824626922607E+00    0.201234042644500732E+00    0.619192969799041815E+00   -0.124482450054877801E+06   -0.612646350544151108E+01    1
    0.149236547946929921E+00    0.205736649036407482E+00    0.286006748676300049E+00   -0.124433209914804640E+06   -0.612896350544151858E+01    1
    0.440282547473907437E+00    0.245889228582382213E+00    0.953010439872741810E-01   -0.124359795133143474E+06   -0.613146350544150476E+01    1
    0.528160440921783492E+00    0.239988100528717052E+00    0.214528989791870128E+00   -0.124307969506104084E+06   -0.613396350544150160E+01    1
    0.835289359092712402E-01    0.229714792966842662E+00    0.763251304626464816E-01   -0.124179199286644201E+06   -0.613646350544149932E+01    1
