    0.350097902471222577E+00    0.181323571629388969E+01    0.362296589496208299E+00   -0.178732486852134571E+03
    0.362261687953946310E+00    0.203640675427440909E+01    0.837143433726376673E-01   -0.178262596051881275E+03
    0.350632673169560871E+00    0.194861608104158845E+01    0.179019439519153167E+00   -0.178088856269348526E+03
    0.358244529618003071E+00    0.206909586647479316E+01    0.108959623964468205E+00   -0.177895083420715764E+03
    0.361709132161547930E+00    0.195475691480121805E+01    0.175707381094055315E+00   -0.177614422134221059E+03
    0.361005146404873412E+00    0.174554564304786286E+01    0.473406211333773752E+00   -0.177194595152089562E+03
    0.363022195983463303E+00    0.169886375513379018E+01    0.568246697732790129E+00   -0.177000837729028689E+03
    0.351993781401414296E+00    0.192743168132582099E+01    0.213059589778180403E+00   -0.176766548230251686E+03
    0.361583641014636137E+00    0.188389833084928093E+01    0.266631919063661960E+00   -0.176647876910432217E+03
    0.354255087758736043E+00    0.192710422341978482E+01    0.204082459085641488E+00   -0.176517105244792248E+03
    0.362905936198435308E+00    0.183556635839632398E+01    0.340073872926397514E+00   -0.176358495745474727E+03
    0.362532116030991225E+00    0.180246061940504876E+01    0.392964701697274377E+00   -0.176305673683572849E+03
    0.356303100099411074E+00    0.189574746334967403E+01    0.318267969504457682E+00   -0.176274907774200670E+03
    0.360779570177207853E+00    0.170906200546567044E+01    0.537663323321352582E+00   -0.176262838368689188E+03
    0.353168833411607486E+00    0.188364215963028059E+01    0.260940856998654436E+00   -0.176134084092686663E+03
    0.351429688111802141E+00    0.168380187725612829E+01    0.584750889233645710E+00   -0.176123843187143791E+03
    0.360773074505797209E+00    0.202860836417385881E+01    0.916122074105972795E-01   -0.176020224940406621E+03
    0.351480746089249507E+00    0.182597191297848838E+01    0.345594573786418058E+00   -0.176005452690916428E+03
    0.361461604431626116E+00    0.204258020469755497E+01    0.857588455946621114E-01   -0.175980857721634720E+03
    0.353498216685442679E+00    0.194289938121261407E+01    0.196005427243635455E+00   -0.175974118854088175E+03
    0.353050128966101107E+00    0.183397117910207430E+01    0.330460791543372268E+00   -0.175958278787825776E+03
    0.362394022685556427E+00    0.205905715003824819E+01    0.669936023958325050E-01   -0.175945602311967917E+03
    0.358842557531846462E+00    0.167976204920103078E+01    0.588925677704539408E+00   -0.175747342889688809E+03
    0.359463772604446841E+00    0.177336164961081755E+01    0.441043707198498280E+00   -0.175747123333128059E+03
