    0.570982515811920208E-01    0.367174038887023935E+01   -0.160810534814031720E+09   -0.599146350544150419E+01    1
    0.647762358188629234E-01    0.360685954093933114E+01   -0.680802956920341551E+08   -0.599396350544151169E+01    1
    0.693137824535369901E-01    0.388716289997100839E+01   -0.558507579027872682E+08   -0.599646350544151474E+01    1
    0.545911908149719280E-01    0.206703493595123300E+01   -0.184996329921738952E+08   -0.599896350544151957E+01    1
    0.807450890541076688E-01    0.368513683080673227E+01   -0.148455613137088493E+08   -0.600146350544151552E+01    1
    0.805210173130035400E-01    0.365591744184494027E+01   -0.146462945265663192E+08   -0.600396350544151858E+01    1
    0.103728348016738886E+00    0.491318354606628382E+01   -0.121016386506061573E+08   -0.600646350544151630E+01    1
    0.508706986904144329E-01    0.177377740144729623E+01   -0.106841953779928666E+08   -0.600896350544152469E+01    1
    0.104207712411880496E+00    0.477967778444290126E+01   -0.105629033014831934E+08   -0.601146350544151886E+01    1
    0.109626686573028570E+00    0.479494432210922206E+01   -0.878148560212079249E+07   -0.601396350544150859E+01    1
    0.892094433307647761E-01    0.335374752283096322E+01   -0.526238574024216272E+07   -0.601646350544151520E+01    1
    0.770750761032104603E-01    0.261254051923751840E+01   -0.505032804954381473E+07   -0.601896350544151559E+01    1
    0.131587594747543335E+00    0.470759162902831996E+01   -0.480002730528292898E+07   -0.602146350544152753E+01    1
    0.960202693939209012E-01    0.351717571020126352E+01   -0.421566036477092933E+07   -0.602396350544153325E+01    1
    0.229506623744964611E+00    0.501217315196990931E+01   -0.338475805566474283E+07   -0.602646350544152298E+01    1
    0.255589818954467807E+00    0.507372835874557460E+01   -0.336477509534274228E+07   -0.602896350544150561E+01    1
    0.217990720272064231E+00    0.492546061277389491E+01   -0.322209191344432207E+07   -0.603146350544150955E+01    1
    0.121793884038925174E+00    0.411717007160186732E+01   -0.318153408484131936E+07   -0.603396350544152682E+01    1
    0.139707499742507957E+00    0.440175513029098475E+01   -0.312545934773521870E+07   -0.603646350544153165E+01    1
    0.129649484157562278E+00    0.422447422742843592E+01   -0.303284576382875629E+07   -0.603896350544152227E+01    1
    0.322076094150543224E+00    0.506476650238037074E+01   -0.295998067413676111E+07   -0.604146350544151556E+01    1
    0.131465983390808117E+00    0.417766968011856044E+01   -0.278716552807143610E+07   -0.604396350544152039E+01    1
    0.968513786792755127E-01    0.322728554010391244E+01   -0.277866396796093043E+07   -0.604646350544152966E+01    1
    0.855096042156219538E-01    0.266613403558731088E+01   -0.263805677154293982E+07   -0.604896350544152206E+01    1
    0.239398127794265780E+00    0.477555493116378749E+01   -0.261230747654804587E+07   -0.605146350544152156E+01    1
    0.100106292963027949E+00    0.328591475486755380E+01   -0.252498381436565612E+07   -0.605396350544152995E+01    1
    0.245919865369796764E+00    0.474585155248641932E+01   -0.249263759558875579E+07   -0.605646350544151790E+01    1
    0.419795942306518566E+00    0.500051388740539515E+01   -0.245932359137810022E+07   -0.605896350544151829E+01    1
    0.306518369913101218E+00    0.483859280347824061E+01   -0.242832478418174852E+07   -0.606146350544153112E+01    1
    0.213358384370803844E+00    0.457842240333557093E+01   -0.229785548575743474E+07   -0.606396350544153950E+01    1
    0.919865489006042591E-01    0.285884896516799936E+01   -0.221937765603121556E+07   -0.606646350544153368E+01    1
    0.331459265947341930E+00    0.476524690389633143E+01   -0.216526286036626808E+07   -0.606896350544153407E+01    1
    0.551355826854705855E+00    0.498040536642074549E+01   -0.213825514843206666E+07   -0.607146350544153712E+01    1
    0.319453537464141846E+00    0.473030934333801234E+01   -0.212620797289950075E+07   -0.607396350544151886E+01    1
    0.135166198015213013E+00    0.396876434087753305E+01   -0.205599976721528848E+07   -0.607646350544150149E+01    1
    0.634451359510421864E+00    0.499569127559661830E+01   -0.204028962777280551E+07   -0.607896350544150277E+01    1
    0.292848974466323853E+00    0.464195111989974940E+01   -0.202441187062519137E+07   -0.608146350544151737E+01    1
    0.695102006196975819E+00    0.502383718490600550E+01   -0.201399410734216869E+07   -0.608396350544153197E+01    1
    0.273755562305450451E+00    0.458902964591979945E+01   -0.198331890456859628E+07   -0.608646350544153236E+01    1
