    0.349260064696187256E+00    0.212152690023942725E+01   -0.182060957178266307E+03
    0.349402470872814119E+00    0.211708928802560736E+01   -0.179919677964048304E+03
    0.353873366302267178E+00    0.211329086019883139E+01   -0.178438102689785211E+03
    0.360291830883725350E+00    0.211766545477526780E+01   -0.177477351562897923E+03
    0.357157275781885331E+00    0.217765518644361933E+01   -0.176876023418806028E+03
    0.359195013018088760E+00    0.212955996725127861E+01   -0.176781934250198475E+03
    0.354985169234377396E+00    0.212714440993742571E+01   -0.176692925311183586E+03
    0.362452569295998506E+00    0.212795293681347841E+01   -0.176569283644565530E+03
    0.362115901186500888E+00    0.212152415750983714E+01   -0.176463924807142746E+03
    0.362812412107588633E+00    0.212561439440341404E+01   -0.176198002760022803E+03
    0.359542556175424133E+00    0.212895521018731060E+01   -0.175931374119186415E+03
    0.352924716150880724E+00    0.212376594682419917E+01   -0.175887129735833639E+03
    0.357448136161130359E+00    0.217714701049816073E+01   -0.175886896553121233E+03
    0.351551115262922931E+00    0.211943224624505344E+01   -0.175878294940124846E+03
    0.355206113790106526E+00    0.211521318082313492E+01   -0.175857744506302851E+03
    0.355336558296623306E+00    0.212680265673183522E+01   -0.175762273153727222E+03
    0.353032643770335774E+00    0.212380942992038202E+01   -0.175745267553482790E+03
    0.361810193481188591E+00    0.212187141180641969E+01   -0.175691100518881200E+03
    0.361381342266465400E+00    0.212806545989848095E+01   -0.175672801144997777E+03
    0.360799968399416526E+00    0.211992719256376549E+01   -0.175628335173299376E+03
    0.357163254023786958E+00    0.217675798261602749E+01   -0.175600837787047993E+03
    0.354865336973803569E+00    0.212617933793402081E+01   -0.175570019949666062E+03
    0.359350311075020745E+00    0.211811866164154106E+01   -0.175484055848196761E+03
    0.352450226157758006E+00    0.211665038219312152E+01   -0.175404617045394900E+03
    0.353002000577566255E+00    0.211607781210302415E+01   -0.175379968015805389E+03
    0.361940517991550914E+00    0.212676537175202807E+01   -0.175364486775519936E+03
    0.357863064377818341E+00    0.216539132897462672E+01   -0.175358788566326410E+03
    0.353140296789688279E+00    0.212351629895988347E+01   -0.175309719887415241E+03
    0.360824074290140073E+00    0.212033131538135056E+01   -0.175295290546074028E+03
    0.362190956345451009E+00    0.212467696134732575E+01   -0.175280184413984614E+03
    0.358002088970077847E+00    0.217691144271174419E+01   -0.175209171678781303E+03
    0.356707534651040270E+00    0.217609250925263664E+01   -0.175154728606341536E+03
    0.355440256572279067E+00    0.211582288509343552E+01   -0.175152083106398038E+03
    0.360020543008755578E+00    0.212820644845299345E+01   -0.175138652582461845E+03
    0.352058655041030510E+00    0.211982212079427645E+01   -0.175134300661009320E+03
    0.353305097432827231E+00    0.212359609959319373E+01   -0.175118486978815071E+03
    0.352158744910138377E+00    0.212041105517003992E+01   -0.175107233803329763E+03
    0.360224297439067198E+00    0.211960830264396538E+01   -0.175076828233015391E+03
    0.352722699972075504E+00    0.212230102953611022E+01   -0.175074665598877516E+03
    0.352199910278041595E+00    0.211820608209382577E+01   -0.175009424445880654E+03
    0.352591079916564298E+00    0.211711221956910878E+01   -0.175005767569939366E+03
    0.352185054197881264E+00    0.211839979849635673E+01   -0.174987663372335959E+03
    0.355300226152282905E+00    0.211594963551764392E+01   -0.174972167109554817E+03
    0.355199985213596081E+00    0.211593711061881251E+01   -0.174969561864669402E+03
    0.352471934782304985E+00    0.211748294686777871E+01   -0.174943603508502520E+03
    0.360061562723520134E+00    0.211952732691182533E+01   -0.174929387109048008E+03
    0.361689013938089277E+00    0.212298801695805661E+01   -0.174927609144547660E+03
    0.361837718158556032E+00    0.212402072453149193E+01   -0.174858472807099929E+03
    0.360376731812354523E+00    0.212778222994905963E+01   -0.174856859997829503E+03
    0.352553576384444567E+00    0.212133162360852401E+01   -0.174825136627272400E+03
    0.352910380770458443E+00    0.211694858094747707E+01   -0.174820177037022887E+03
    0.354299667456099532E+00    0.212479786899188827E+01   -0.174788621729112833E+03
    0.352460678654320070E+00    0.211792928243927125E+01   -0.174783484338773150E+03
    0.358384201312225092E+00    0.216638201723112056E+01   -0.174759506825932448E+03
    0.361274133298899847E+00    0.212210183103666949E+01   -0.174724104453254455E+03
    0.355271929517991414E+00    0.212587517650752300E+01   -0.174719855743176623E+03
    0.354847081591998015E+00    0.212537897036565049E+01   -0.174682629337121085E+03
    0.358575495154163482E+00    0.216671472791926645E+01   -0.174613478453816811E+03
    0.355184932842968426E+00    0.212568212695286141E+01   -0.174607132533168624E+03
    0.352448962714090597E+00    0.212000714626857567E+01   -0.174599453769684942E+03
    0.361675684432758771E+00    0.212478186795567048E+01   -0.174591897709357028E+03
    0.353158638113491852E+00    0.212251288321819231E+01   -0.174544988549115033E+03
    0.353344155023351814E+00    0.212291765399976251E+01   -0.174541483088055685E+03
    0.360494329568440741E+00    0.212070376672430427E+01   -0.174519132360449788E+03
    0.355226310165973558E+00    0.212557902751652739E+01   -0.174452905002168279E+03
    0.356965480022404191E+00    0.216549476705135291E+01   -0.174425476315293082E+03
    0.352566092985254820E+00    0.211915450052236043E+01   -0.174416161542303342E+03
    0.354902206050690783E+00    0.212517918575296472E+01   -0.174412371045400675E+03
    0.353988847448847122E+00    0.211665915310752784E+01   -0.174392870484239523E+03
    0.357351896567724259E+00    0.216580674939328999E+01   -0.174386222487540294E+03
    0.355496586549916560E+00    0.212577928072524802E+01   -0.174373721071395494E+03
    0.361228998517332589E+00    0.212281566850040182E+01   -0.174343263452996894E+03
    0.354417319302610057E+00    0.212446346024758226E+01   -0.174322263350718686E+03
    0.354049749141809311E+00    0.212391100707855163E+01   -0.174317772237109949E+03
    0.361426954546478274E+00    0.212444945872689539E+01   -0.174285828508724023E+03
    0.355787362249882833E+00    0.216502001334803662E+01   -0.174285232519204328E+03
    0.359237050558581072E+00    0.212745045335242944E+01   -0.174271646828302693E+03
    0.353152729240907182E+00    0.211758433090929499E+01   -0.174270482229485737E+03
    0.360459410635288136E+00    0.212099709661537306E+01   -0.174264044656221159E+03
    0.352906700415369590E+00    0.212116652717257326E+01   -0.174251780771462222E+03
    0.356637770754429484E+00    0.217524316293925501E+01   -0.174237875376751418E+03
    0.360494577576782438E+00    0.212115735404956496E+01   -0.174205174388961524E+03
    0.361006444081975075E+00    0.212615485057891229E+01   -0.174201276881295172E+03
    0.352899339854532146E+00    0.211833161953560145E+01   -0.174197760039408564E+03
    0.353951582841713297E+00    0.211693447896706211E+01   -0.174190418800789644E+03
    0.361345559235864144E+00    0.212454569456508935E+01   -0.174189583965457246E+03
    0.361156299189745844E+00    0.212300705090234576E+01   -0.174183034194918434E+03
    0.357441765500282282E+00    0.217572803798306502E+01   -0.174181907465213641E+03
    0.352776253304788012E+00    0.211908737359153321E+01   -0.174173543136463621E+03
    0.354732197219904455E+00    0.212471813975141632E+01   -0.174171866539851976E+03
    0.355595367939877727E+00    0.216508260234369931E+01   -0.174160200440324616E+03
    0.356572107969589380E+00    0.216550345933488231E+01   -0.174156936315380591E+03
    0.360480766979882572E+00    0.212122792030559149E+01   -0.174141695161761646E+03
    0.352813801065161581E+00    0.211912646130534554E+01   -0.174126157789068003E+03
    0.359395322119834049E+00    0.212726557133057037E+01   -0.174120665401363880E+03
    0.354367120078464548E+00    0.212414533159008645E+01   -0.174109072007503272E+03
    0.352847624873845744E+00    0.212024230672463299E+01   -0.174105185888124453E+03
    0.360118080031331056E+00    0.212696694708948675E+01   -0.174095197624599336E+03
    0.358680627686570386E+00    0.212725788117649595E+01   -0.174092342452044136E+03
    0.353379244664548287E+00    0.212226006946470980E+01   -0.174092266614141181E+03
    0.361196653821487190E+00    0.212368025819065798E+01   -0.174076384555860642E+03
    0.358905161284220953E+00    0.211896209578927541E+01   -0.174065007555772723E+03
    0.357497856974656247E+00    0.216623442130315169E+01   -0.174055709041661999E+03
    0.361226232394645352E+00    0.212445030378448285E+01   -0.174051082689528698E+03
    0.354977364342714818E+00    0.211683022282505107E+01   -0.174039189569507244E+03
    0.355548283237009599E+00    0.216522755219189600E+01   -0.174007262217109599E+03
    0.359702724850687050E+00    0.212007601007190116E+01   -0.173994327435053862E+03
